Anúncios Vistos,Cliques no Anúncio
37.454011884736246,4.641451456897874
95.07143064099162,37.869618546375285
73.1993941811405,30.6186827724328
59.86584841970366,27.55762127961504
15.601864044243651,9.627051144284563
15.599452033620265,13.29961439833462
5.8083612168199465,5.70412105760642
86.61761457749351,32.18950514112685
60.11150117432088,22.43011401533807
70.80725777960456,25.44358641560306
2.0584494295802447,2.2580847978654255
96.99098521619943,31.298526171988875
83.24426408004217,33.2762206377728
21.233911067827616,7.6212050712076405
18.182496720710063,8.274154691783778
18.34045098534338,8.349500551716627
30.42422429595377,-0.722489144109586
52.475643163223786,15.395689213048975
43.194501864211574,15.839005849075692
29.122914019804192,10.767868038218515
61.18528947223795,24.50236612051503
13.949386065204184,6.802250972101072
29.214464853521815,18.66118144254342
36.63618432936917,15.457103337040937
45.606998421703594,15.732005376845112
78.51759613930136,21.78333405177263
19.967378215835975,0.7299708437337378
51.42344384136116,22.180555311245268
59.24145688620425,27.77042659145244
4.645041271999773,9.468555102251617
60.75448519014384,18.902565330331036
17.052412368729154,4.948055638727659
6.505159298527952,3.6788456266010607
94.88855372533332,46.224872102077875
96.56320330745594,37.19732028476329
80.83973481164611,38.41597088162967
30.46137691733707,12.402789054274068
9.767211400638388,9.470584293271274
68.42330265121569,31.08344160102777
44.01524937396013,17.523870378308978
12.203823484477883,-0.47343695925598617
49.51769101112702,17.434839323719377
3.4388521115218396,8.749461034350782
90.9320402078782,38.87643748352624
25.87799816000169,7.64635920245557
66.2522284353982,23.415587395251944
31.171107608941096,3.167734808527168
52.00680211778108,26.94603741458146
54.67102793432797,25.165108022604272
18.485445552552704,6.325487590601553
96.95846277645586,37.77359299780473
77.51328233611146,18.5437215149895
93.9498941564189,33.198304589915764
89.48273504276489,40.60986957764975
59.78999788110851,27.583971632525916
92.18742350231169,36.616936976926056
8.84925020519195,3.282616803763069
19.59828624191452,11.414965018474938
4.522728891053807,0.3083858181998471
32.53303307632643,4.0151645805892535
38.8677289689482,14.710161309331767
27.134903177389592,12.306907158001305
82.87375091519293,37.044475509988004
35.67533266935893,6.324415026321596
28.093450968738075,10.04029731654207
54.26960831582485,20.206027662189463
14.092422497476264,-0.16150133627655539
80.21969807540397,32.86286494474506
7.455064367977082,6.564282801766479
98.68869366005173,35.975674833878465
